CODSABER,CODPRES,CENTRO_EDUCATIVO,TIPO_INSTITUCION,REGIONAL,PROVINCIA,CANTON,DISTRITO,POBLADO,DIRECCION,LATITUD,LONGITUD
101971-00,1799,VICTOR CAMPOS VALVERDE,PÚBLICO,DIRECCIÓN REGIONAL LOS SANTOS,SAN JOSÉ,TARRAZÚ,SAN LORENZO,SAN MIGUEL,300B  AL OESTE DEL ABASTECEDOR SAM MIGUEL,"9,65502058","-84,04169659"
101972-00,1800,OTTO MORA PÉREZ,PÚBLICO,DIRECCIÓN REGIONAL CARTAGO,CARTAGO,PARAÍSO,SANTIAGO,YAS,5KM DE LA ENTRADA DE SAN FRANCISCO,"9,85765849","-83,81759168"
101973-00,1801,ASCENSIÓN ESQUIVEL IBARRA,PÚBLICO,DIRECCIÓN REGIONAL CARTAGO,CARTAGO,CARTAGO,ORIENTAL,CARTAGO,"125SUR DE LAS RUINAS,CARTAGO CENTRO","9,86238908","-83,92025873"
104291-00,4586,ENSEÑANZA ESPECIAL DE TURRIALBA,PÚBLICO,DIRECCIÓN REGIONAL TURRIALBA,CARTAGO,TURRIALBA,TURRIALBA,CLORITO PICADO,75 ESTE DELEGACION TRANSITO BARRIO CLORITO P.,"9,89815805","-83,67807108"
101975-00,1803,CARLOS JOAQUÍN PERALTA ECHEVERRÍA,PÚBLICO,DIRECCIÓN REGIONAL CARTAGO,CARTAGO,CARTAGO,GUADALUPE O ARENILLA,GUADALUPE (ARENILLA),FRENTE A LA CANCHA DE DEPORTES DE ARENILLA,"9,8609913","-83,93483595"
101976-00,1804,J.N. CARLOS JOAQUÍN PERALTA ECHEVERRÍA,PÚBLICO,DIRECCIÓN REGIONAL CARTAGO,CARTAGO,CARTAGO,GUADALUPE O ARENILLA,MARÍAS,300M SUR PLAZA DE DEPORTES-GUADALUPE CARTAGO,"9,85831025","-83,93895482"
101977-00,1805,J.N. ASCENSIÓN ESQUIVEL,PÚBLICO,DIRECCIÓN REGIONAL CARTAGO,CARTAGO,CARTAGO,ORIENTAL,ASÍS,25M SUR DE LA IGLESIA PADRES CAPUCHINOS,"9,86214366","-83,91978186"
101978-00,1806,JOSÉ MARÍA LORÍA VEGA,PÚBLICO,DIRECCIÓN REGIONAL CARTAGO,CARTAGO,PARAÍSO,CACHI,SAN JERÓNIMO,REST. LAS CHALUPAS 50M NOROESTE,"9,85699098","-83,79435593"
101979-00,1807,JUAN VÁZQUEZ DE CORONADO,PÚBLICO,DIRECCIÓN REGIONAL CARTAGO,CARTAGO,CARTAGO,AGUACALIENTE O SAN FRANCISCO,AGUACALIENTE (SAN FRANCISCO),100 M AL SUR DE LA IGLESIA CATOLICA,"9,84083879","-83,91600887"
101980-00,1808,ALBERTO GONZÁLEZ SOTO,PÚBLICO,DIRECCIÓN REGIONAL CARTAGO,CARTAGO,ALVARADO,PACAYAS,SAN MARTÍN,6 KM NORTE DEL CTP DE PACAYAS,"9,94587081","-83,81338793"
101981-00,1809,JESÚS JIMÉNEZ,PÚBLICO,DIRECCIÓN REGIONAL CARTAGO,CARTAGO,CARTAGO,ORIENTAL,CARTAGO,AV.1 Y 3 CALLE 1 Y 3 CARTAGO,"9,86359963","-83,92160788"
101982-00,1810,CUESTA DE MORAS,PÚBLICO,DIRECCIÓN REGIONAL LOS SANTOS,SAN JOSÉ,TARRAZÚ,SAN CARLOS,BAJO SAN JOSÉ,COSTADO NORTE DE LA IGLESIA CATOLICA,"9,64087882","-84,08190966"
101983-00,1811,LA ANGOSTURA,PÚBLICO,DIRECCIÓN REGIONAL LOS SANTOS,SAN JOSÉ,LEÓN CORTES,SAN ANDRÉS,ANGOSTURA,"LA ANGOSTURA, 50 METROS OESTRE DE LA ERMITRA","9,73096585","-84,06834676"
101984-00,1812,ALEJANDRO AGUILAR MACHADO,PÚBLICO,DIRECCIÓN REGIONAL LOS SANTOS,SAN JOSÉ,DOTA,COPEY,CIMA,100 M AL SUR TEMPLO CATOLICO,"9,67110358","-83,90485141"
101985-00,1813,LA CUESTA,PÚBLICO,DIRECCIÓN REGIONAL LOS SANTOS,SAN JOSÉ,LEÓN CORTES,SAN ANTONIO,CUESTA,700 METROS NORTE DEL SALON COMUNAL,"9,73440561","-84,05153884"
101986-00,1814,JUAN MANUEL MONGE CEDEÑO,PÚBLICO,DIRECCIÓN REGIONAL CARTAGO,CARTAGO,EL GUARCO,SAN ISIDRO,CANGREJA,FRENTE A LA IGLESIA CATOLICA,"9,79778254","-83,96290749"
101987-00,1815,LA ESPERANZA,PÚBLICO,DIRECCIÓN REGIONAL LOS SANTOS,SAN JOSÉ,TARRAZÚ,SAN LORENZO,ESPERANZA,COSTADO OESTE DEL TEMPLO CATOLICO,"9,63112034","-84,06472821"
101988-00,1816,LA ESTRELLA,PÚBLICO,DIRECCIÓN REGIONAL CARTAGO,CARTAGO,EL GUARCO,SAN ISIDRO,ESTRELLA,COSTADO OESTE DE LA CATOLICA DE LA ESTRELLA,"9,77662317","-83,95974694"
101989-00,1817,J.N. JESÚS JIMÉNEZ ZAMORA,PÚBLICO,DIRECCIÓN REGIONAL CARTAGO,CARTAGO,CARTAGO,OCCIDENTAL,CARTAGO,100 SUR DEL BANCO NACIONAL CARTAGO CENTRO,"9,86390966","-83,92189834"
101990-00,1818,JUAN EVANGELISTA SOJO CARTÍN,PÚBLICO,DIRECCIÓN REGIONAL CARTAGO,CARTAGO,PARAÍSO,SANTIAGO,FLOR,100 M ESTE DE LA IGLESIA CATOLICA,"9,86895187","-83,81448275"
101991-00,1819,LA PAZ,PÚBLICO,DIRECCIÓN REGIONAL CARTAGO,CARTAGO,EL GUARCO,SAN ISIDRO,LA PAZ,"CARRETERA INTERAMERICANA SUR, KM 45","9,75463887","-83,97789676"
101992-00,1820,PROVIDENCIA,PÚBLICO,DIRECCIÓN REGIONAL LOS SANTOS,SAN JOSÉ,DOTA,COPEY,PROVIDENCIA,COSTADO SUR DE LA IGLESIA CATOLICA,10.73206734,-85.05762797
101993-00,1821,LA TRINIDAD,PÚBLICO,DIRECCIÓN REGIONAL LOS SANTOS,SAN JOSÉ,DOTA,COPEY,TRINIDAD,KM 64 DE LA INTERAMERICANA SUR.,"9,66967446","-83,88668399"
101994-00,1822,MARIO PACHECO SÁENZ,PÚBLICO,DIRECCIÓN REGIONAL CARTAGO,CARTAGO,PARAÍSO,SANTIAGO,MESAS,LAS MESAS DE PARAISO DE CARTAGO,"9,88320788","-83,78272182"
101995-00,1823,LLANO BONITO,PÚBLICO,DIRECCIÓN REGIONAL LOS SANTOS,SAN JOSÉ,LEÓN CORTES,LLANO BONITO,LLANO BONITO,"FRENTE BAZAR Y TIENDA ARCO IRIS, LLANO BONITO","9,66210845","-84,10403053"
101996-00,1824,LLANO GRANDE,PÚBLICO,DIRECCIÓN REGIONAL CARTAGO,CARTAGO,CARTAGO,LLANO GRANDE,LLANO GRANDE,500 ESTE DEL TEMPLO PARROQUIAL,"9,93725843","-83,90706482"
101997-00,1825,LLANO GRANDE - PACAYAS,PÚBLICO,DIRECCIÓN REGIONAL CARTAGO,CARTAGO,ALVARADO,PACAYAS,LLANO GRANDE,1 KM NOROESTE DEL CEMENTERIO,"9,91528935","-83,82079367"
101998-00,1826,LOAIZA,PÚBLICO,DIRECCIÓN REGIONAL CARTAGO,CARTAGO,PARAÍSO,CACHI,LOAIZA,DIAGONAL A LA IGLESIA CATOLICA DE LOAIZA,"9,81339567","-83,82402709"
101999-00,1827,SAN IGNACIO DE LOYOLA,PÚBLICO,DIRECCIÓN REGIONAL CARTAGO,CARTAGO,CARTAGO,SAN NICOLÁS,LOYOLA,"200 ESTE Y 200NORTE DE VICESA,CONTIGUO AL INA","9,87998855","-83,92901266"
102000-00,1828,LOS ÁNGELES,PÚBLICO,DIRECCIÓN REGIONAL CARTAGO,CARTAGO,CARTAGO,ORIENTAL,ÁNGELES,ESQUINA SURESTE BASILICA DE LOS ANGELES 150 ESTE,"9,86304505","-83,91133771"
102001-00,1829,FILADELFO SALAS CÉSPEDES,PÚBLICO,DIRECCIÓN REGIONAL CARTAGO,CARTAGO,CARTAGO,AGUACALIENTE O SAN FRANCISCO,LOURDES,200 M OESTE DEL TEMPLO CATOLICO,"9,82822407","-83,90967392"
102002-00,1830,MARIANO QUIRÓS SEGURA,PÚBLICO,DIRECCIÓN REGIONAL LOS SANTOS,CARTAGO,EL GUARCO,SAN ISIDRO,MACHO GAF,KM 60 CARRET INTERAM SUR CONTIGUO AL TEMPLO,"9,68826691","-83,89951179"
102003-00,1831,FÉLIX MATA VALLE,PÚBLICO,DIRECCIÓN REGIONAL CARTAGO,CARTAGO,CARTAGO,CORRALILLO,LLANO ÁNGELES,COSTADO NORTE DE LA IGLESIA CATOLICA,"9,77199107","-84,03560477"
102004-00,1832,NAPOLES,PÚBLICO,DIRECCIÓN REGIONAL LOS SANTOS,SAN JOSÉ,TARRAZÚ,SAN LORENZO,NAPOLES,25 METROS SUR DEL TEMPLO CATOLICO,"9,60730312","-84,06614886"
102005-00,1833,RUDECINDO VARGAS QUIRÓS,PÚBLICO,DIRECCIÓN REGIONAL CARTAGO,CARTAGO,CARTAGO,DULCE NOMBRE,NAVARRO,1.5KM AL OESTE DE PUENTENEGRO Y 1.5KM NORESTE,"9,81161442","-83,8788107"
102006-00,1834,BAJO CANET,PÚBLICO,DIRECCIÓN REGIONAL LOS SANTOS,SAN JOSÉ,TARRAZÚ,SAN MARCOS,BAJO CANET,COSTADO NORTE DE LA ERMITRA,"9,69583999","-83,99968637"
102007-00,1835,CARLOS MONGE ALFARO,PÚBLICO,DIRECCIÓN REGIONAL CARTAGO,CARTAGO,CARTAGO,SAN NICOLÁS,ALTO DE OCHOMOGO,CONTIGUO A PLAZA DE DEPORTES,"9,88743159","-83,9373987"
102008-00,1836,OROSI,PÚBLICO,DIRECCIÓN REGIONAL CARTAGO,CARTAGO,PARAÍSO,OROSI,OROSI,COSTADO SUR DE LA PLAZA DE DEPROTES OROSI,"9,79623838","-83,85443503"
102009-00,1837,CALLE JUCÓ,PÚBLICO,DIRECCIÓN REGIONAL CARTAGO,CARTAGO,PARAÍSO,OROSI,CALLE JUCO,450 SURETE PUENTO RIO JUCO,"9,77956896","-83,84837139"
102010-00,1838,PBRO. JUAN DE DIOS TREJOS,PÚBLICO,DIRECCIÓN REGIONAL CARTAGO,CARTAGO,ALVARADO,PACAYAS,PACAYAS,FRENTE AL PALACIO MUNICIPAL DE ALVARADO,"9,91626702","-83,81042951"
102011-00,1839,PADRE PERALTA,PÚBLICO,DIRECCIÓN REGIONAL CARTAGO,CARTAGO,CARTAGO,ORIENTAL,ÁNGELES,250M  AL ESTE DE LAS RUINAS. AV-0 CALLE 5 Y 7,"9,86413757","-83,91707923"
102012-00,1840,JOSEFA CALDERÓN NARANJO,PÚBLICO,DIRECCIÓN REGIONAL CARTAGO,CARTAGO,EL GUARCO,SAN ISIDRO,PALMITAL,100 E IGLESIA CATOLICA PALMITAL NORTE,"9,78209971","-83,97649161"
102013-00,1841,PALMITAL SUR,PÚBLICO,DIRECCIÓN REGIONAL CARTAGO,CARTAGO,EL GUARCO,SAN ISIDRO,PALMITAL,"CARRETERA INTERAMERICANA SUR KM41,2KM ESTE","9,7744819","-83,97689885"
102014-00,1842,CARMEN TAMES BRENES,PÚBLICO,DIRECCIÓN REGIONAL CARTAGO,CARTAGO,EL GUARCO,SAN ISIDRO,PALO VERDE,DE LA IGLESIA CATOLICA 100 OESTE,"9,78530118","-83,94835628"
102015-00,1843,PALOMO,PÚBLICO,DIRECCIÓN REGIONAL CARTAGO,CARTAGO,PARAÍSO,OROSI,PALOMO,300 NORTE PUENTE DE PALOMO,"9,78592487","-83,83999075"
102016-00,1844,LA ALEGRÍA,PÚBLICO,DIRECCIÓN REGIONAL CARTAGO,CARTAGO,PARAÍSO,OROSI,LA ALEGRÍA,700 M NORTE PUENTE HAMACA,"9,80084452","-83,85014732"
104284-00,4402,ENSEÑANZA ESPECIAL SAN ISIDRO DEL GENERAL,PÚBLICO,DIRECCIÓN REGIONAL PÉREZ ZELEDÓN,SAN JOSÉ,PÉREZ ZELEDÓN,SAN ISIDRO DEL GENERAL,CIUDAD LAS AMÉRICAS,100 MTS SUR DE OFICINAS M.A.G,"9,36295488","-83,70756897"
104287-00,4495,ENSEÑANZA ESPECIAL Y REHABILITACIÓN DE SAN RAMÓN,PÚBLICO,DIRECCIÓN REGIONAL OCCIDENTE,ALAJUELA,SAN RAMÓN,SAN RAMÓN,SAN RAMÓN,"DETRÁS DE LA ESC.JORGE WASHINGTON, SAN RAMÓN","10,08445493","-84,47114401"
101470-00,1288,ERMIDA BLANCO GONZÁLEZ,PÚBLICO,DIRECCIÓN REGIONAL OCCIDENTE,ALAJUELA,PALMARES,LA GRANJA,LA GRANJA,1 K. OESTE DEL BANCO POPULAR DE PALMARES,"10,0529851","-84,44334408"
102020-00,1848,RAMÓN AGUILAR FERNÁNDEZ,PÚBLICO,DIRECCIÓN REGIONAL CARTAGO,CARTAGO,OREAMUNO,COT,PASO ANCHO,FRENTE A LA GUARDIA RURAL,"9,88662739","-83,86725211"
102021-00,1849,PATIO DE AGUA,PÚBLICO,DIRECCIÓN REGIONAL CARTAGO,CARTAGO,EL GUARCO,PATIO DE AGUA,PATIO DE AGUA,2KM AL OESTE DE CORRALILLO,"9,80248299","-84,01037006"
102022-00,1851,MANUEL ÁVILA CAMACHO,PÚBLICO,DIRECCIÓN REGIONAL CARTAGO,CARTAGO,OREAMUNO,POTRERO CERRADO,POTRERO CERRADO,100 NORTE DE LA IGLESIA,"9,91798382","-83,87993512"
102023-00,1852,FELIPE ALVARADO ECHANDI,PÚBLICO,DIRECCIÓN REGIONAL CARTAGO,CARTAGO,PARAÍSO,OROSI,PUENTE NEGRO,DEL PUENTE NEGRO 300 OESTE,"9,8065686","-83,86798691"
102024-00,1853,MARIANO GUARDIA CARAZO,PÚBLICO,DIRECCIÓN REGIONAL CARTAGO,CARTAGO,EL GUARCO,TOBOSI,BARRANCAS,FRENTE A JARDINERIA LINDA VISTA,"9,83883938","-83,96370934"
102025-00,1854,PURISIL,PÚBLICO,DIRECCIÓN REGIONAL CARTAGO,CARTAGO,PARAÍSO,OROSI,PURISIL,FRENTE A LA PLAZA DE DEPORTES,"9,76026679","-83,82026104"
102026-00,1855,QUEBRADILLA,PÚBLICO,DIRECCIÓN REGIONAL CARTAGO,CARTAGO,CARTAGO,QUEBRADILLA,QUEBRADILLA,FRENTE A LA IGLESIA CATOLICA DE QUEBRADILLA,"9,84361781","-83,98930884"
102027-00,1856,EL ALTO DE QUEBRADILLA,PÚBLICO,DIRECCIÓN REGIONAL CARTAGO,CARTAGO,CARTAGO,QUEBRADILLA,ALTO QUEBRADILLA,1 KM AL NOROESTE DEL EBAIS DE QUEBRADILLA,"9,84806827","-83,99845723"
102028-00,1858,QUIRCOT,PÚBLICO,DIRECCIÓN REGIONAL CARTAGO,CARTAGO,CARTAGO,SAN NICOLÁS,QUIRCOT,FRENTE A SUPER NESSA,"9,88555629","-83,93297966"
102030-00,1860,LA FUENTE,PÚBLICO,DIRECCIÓN REGIONAL CARTAGO,CARTAGO,PARAÍSO,SANTIAGO,LAPUENTE,100M ESTE DEL CEMENTERIO DE CERVANTES,"9,87505011","-83,83437642"
102031-00,1862,LA ESPERANZA,PÚBLICO,DIRECCIÓN REGIONAL LOS SANTOS,CARTAGO,EL GUARCO,SAN ISIDRO,LA ESPERANZA,CARRET INTERAM SUR KM 62,"9,68307811","-83,88665153"
102032-00,1863,LAS DAMITAS,PÚBLICO,DIRECCIÓN REGIONAL LOS SANTOS,CARTAGO,EL GUARCO,SAN ISIDRO,DAMITA,2 KM NORTE DEL TEMPLO DE CRAÑON,"9,695495","-83,91310355"
102033-00,1864,BUENOS AIRES,PÚBLICO,DIRECCIÓN REGIONAL CARTAGO,CARTAGO,ALVARADO,PACAYAS,BUENOS AIRES,3 KM NORTE DEL CTP DE PACAYAS,"9,92865824","-83,80852984"
102034-00,1865,ANTONIO CAMACHO ORTEGA,PÚBLICO,DIRECCIÓN REGIONAL CARTAGO,CARTAGO,CARTAGO,CORRALILLO,SAN ANTONIO,COSTADO SUR DEL CEN-CINAE DE SAN ANTONIO,"9,78372352","-84,04716608"
102365-00,2200,ESTADOS UNIDOS DE AMÉRICA,PÚBLICO,DIRECCIÓN REGIONAL HEREDIA ,HEREDIA,FLORES,SAN JOAQUÍN,SAN JOAQUÍN,FRENTE A LA PLAZA DE DEP.DE SAN JOAQUIN DE F.,"10,00382149","-84,1530787"
102036-00,1867,RÍO BLANCO,PÚBLICO,DIRECCIÓN REGIONAL LOS SANTOS,SAN JOSÉ,DOTA,COPEY,RIO BLANCO,3.5 KM NORESTE DE LA IGLESIA DE COPEY,9.6464388,-83.8893674
102037-00,1868,SAN ANDRÉS,PÚBLICO,DIRECCIÓN REGIONAL LOS SANTOS,SAN JOSÉ,LEÓN CORTES,SAN ANDRÉS,SAN ANDRÉS,125 METROS ESTE DEL TEMPLO CATOLICO,"9,73850894","-84,08356818"
102038-00,1869,SAN BLAS,PÚBLICO,DIRECCIÓN REGIONAL CARTAGO,CARTAGO,CARTAGO,CARMEN,SAN BLAS,1 KM NORTE DE LA BASILICA DE LOS ANGELES,"9,87351887","-83,91158836"
102039-00,1870,SAN CARLOS,PÚBLICO,DIRECCIÓN REGIONAL LOS SANTOS,SAN JOSÉ,TARRAZÚ,SAN CARLOS,SAN CARLOS,50 M E DEL TEMPLO CATOLICO DE SAN CARLOS,"9,62919944","-84,09316036"
102041-00,1872,RAUL GRANADOS GONZÁLEZ,PÚBLICO,DIRECCIÓN REGIONAL CARTAGO,CARTAGO,PARAÍSO,CACHI,VOLIO,1KM AL SUR DEL CEMENTERIO CACHI,"9,81361012","-83,8083559"
102042-00,1873,SAN GERARDO,PÚBLICO,DIRECCIÓN REGIONAL CARTAGO,CARTAGO,OREAMUNO,SANTA ROSA,SAN GERARDO,FRENTE AL SUPER LAS BRISAS,"9,92604062","-83,8416599"
102043-00,1874,SAN GUILLERMO,PÚBLICO,DIRECCIÓN REGIONAL LOS SANTOS,SAN JOSÉ,TARRAZÚ,SAN MARCOS,SAN GUILLERMO,5 KM SURRESTE DE LA PARROQUIA DE SAN MARCOS,"9,63962204","-84,00550948"
102044-00,1875,SAN ISIDRO,PÚBLICO,DIRECCIÓN REGIONAL LOS SANTOS,SAN JOSÉ,LEÓN CORTES,SAN ISIDRO,SAN ISIDRO,200 M NORTE DE LA IGLESIA CATOLICA,"9,67632275","-84,07344739"
102045-00,1876,CARLOS LUIS VALVERDE VEGA,PÚBLICO,DIRECCIÓN REGIONAL CARTAGO,CARTAGO,EL GUARCO,SAN ISIDRO,SAN ISIDRO,700M SUR DEL RESTAURANTE EL QUIJONGO,"9,82900592","-83,95320791"
102046-00,1877,SAN JERÓNIMO,PÚBLICO,DIRECCIÓN REGIONAL LOS SANTOS,SAN JOSÉ,TARRAZÚ,SAN CARLOS,SAN JERÓNIMO,FRENTE AL EBAIS SAN JERONIMO,"9,63075091","-84,11607224"
102047-00,1878,SAN JOAQUÍN,PÚBLICO,DIRECCIÓN REGIONAL LOS SANTOS,SAN JOSÉ,TARRAZÚ,SAN LORENZO,SAN LORENZO,14 KM AL S DEL PARQUE DE SANTA MARIA DE DOTA,"9,57802426","-83,99814952"
102048-00,1879,EMILIO ROBERT BROUCA,PÚBLICO,DIRECCIÓN REGIONAL CARTAGO,CARTAGO,OREAMUNO,POTRERO CERRADO,SAN JUAN DE CHICUA,FRENTE AL HOTEL IRAZU,"9,94702912","-83,8629517"
102018-00,1846,EUGENIO CORRALES BIANCHINI,PÚBLICO,DIRECCIÓN REGIONAL CARTAGO,CARTAGO,PARAÍSO,PARAÍSO,SOLEDAD,100 E Y 400 S DEL BAR Y REST CONTINENTAL,"9,83663798","-83,86999747"
102050-00,1881,SAN LORENZO,PÚBLICO,DIRECCIÓN REGIONAL LOS SANTOS,SAN JOSÉ,TARRAZÚ,SAN LORENZO,SAN LORENZO,100 METROS NORTE DEL TEMPLO CATOLICO,"9,6401445","-84,03051897"
102051-00,1882,LEÓN CORTÉS CASTRO,PÚBLICO,DIRECCIÓN REGIONAL LOS SANTOS,SAN JOSÉ,TARRAZÚ,SAN MARCOS,SAN MARCOS,SAN MARCOS DE TARRAZU COSTADO OESTE DEL PARQU,"9,65957018","-84,02314978"
102052-00,1883,SAN MARTÍN,PÚBLICO,DIRECCIÓN REGIONAL LOS SANTOS,SAN JOSÉ,LEÓN CORTES,SANTA CRUZ,SAN MARTÍN,50 MTS O DEL TEMPLO CATOLICO SAN MARTIN DE LE,"9,72733759","-84,00214766"
101337-00,1152,EULOGIA RUIZ RUIZ,PÚBLICO,DIRECCIÓN REGIONAL ALAJUELA,ALAJUELA,GRECIA,GRECIA,COLON,150 MTS ESTE DEL CUERPO DE BOMBEROS,"10,07451121","-84,30768299"
102054-00,1885,MONSEÑOR SANABRIA MARTÍNEZ,PÚBLICO,DIRECCIÓN REGIONAL CARTAGO,CARTAGO,OREAMUNO,SAN RAFAEL,JOSÉ JESÚS MÉNDEZ,DEL PALACIO MUNICIPAL 200M ESTE,"9,86919429","-83,90198977"
102055-00,1886,SAN PABLO,PÚBLICO,DIRECCIÓN REGIONAL CARTAGO,CARTAGO,OREAMUNO,SANTA ROSA,SAN PABLO,COSTADO NORTE DE LA IGLESIA,"9,93637924","-83,83507166"
102056-00,1887,MANUEL CASTRO BLANCO,PÚBLICO,DIRECCIÓN REGIONAL LOS SANTOS,SAN JOSÉ,LEÓN CORTES,SAN PABLO,SAN PABLO,COSTADO ESTE DEL EDIFICIO MUNICIPAL,"9,68413002","-84,04139884"
102057-00,1888,SAN PEDRO,PÚBLICO,DIRECCIÓN REGIONAL LOS SANTOS,SAN JOSÉ,TARRAZÚ,SAN MARCOS,SAN PEDRO,100 METROS ESTE DE LA CANCHA DE FUTBOL,"9,66920099","-83,99427448"
102058-00,1889,SAN RAFAEL ABAJO,PÚBLICO,DIRECCIÓN REGIONAL LOS SANTOS,SAN JOSÉ,LEÓN CORTES,LLANO BONITO,SAN RAFAEL ABAJO,50 NOROESTE DEL CEMENTERIO LLANO BONITO,"9,65899494","-84,0993128"
101542-00,1360,EULOGIO SALAZAR LARA,PÚBLICO,DIRECCIÓN REGIONAL OCCIDENTE,ALAJUELA,VALVERDE VEGA,SARCHÍ SUR,SARCHÍ SUR,FRENTE A LA PLAZA DE LA  ARTESANIA,"10,08394869","-84,34032124"
104154-00,4107,EXPERIMENTAL BILINGÜE DE SANTA CRUZ,PÚBLICO,DIRECCIÓN REGIONAL SANTA CRUZ,GUANACASTE,SANTA CRUZ,SANTA CRUZ,SANTA CRUZ,350 MTS SUR DE LA ESCUELA MARIA LEAL,"10,25263352","-85,5899272"
102061-00,1892,SAN RAMÓN,PÚBLICO,DIRECCIÓN REGIONAL LOS SANTOS,SAN JOSÉ,TARRAZÚ,SAN LORENZO,SAN RAMÓN,FRENTE A LA IGLESIA CATOLICA,"9,56245543","-84,0385854"
102062-00,1893,GUATUSO,PÚBLICO,DIRECCIÓN REGIONAL CARTAGO,CARTAGO,EL GUARCO,SAN ISIDRO,GUATUSO,100M OESTE DE LA IGLESIA CATOLICA DE GUATUSO,"9,82051206","-83,9474391"
102063-00,1894,BARRIO EL CARMEN,PÚBLICO,DIRECCIÓN REGIONAL CARTAGO,CARTAGO,LA UNIÓN,DULCE NOMBRE,ALTO DEL CARMEN,400 NORTE DE LA IGLESIA CATOLICA EL CARMEN,"9,92674184","-83,97386314"
102064-00,1895,CAMILO GAMBOA VARGAS,PÚBLICO,DIRECCIÓN REGIONAL LOS SANTOS,SAN JOSÉ,LEÓN CORTES,SANTA CRUZ,SANTA CRUZ,COSTADO NORTE DE LA PLAZA DE DEPORTES,"9,73228852","-84,02380479"
102065-00,1896,JULIO SANCHO JIMÉNEZ,PÚBLICO,DIRECCIÓN REGIONAL CARTAGO,CARTAGO,OREAMUNO,SANTA ROSA,SANTA ROSA,CONTIGUO AL TEMPLO CATOLICO,"9,91814504","-83,84044136"
102066-00,1897,SANTA ROSA ABAJO,PÚBLICO,DIRECCIÓN REGIONAL LOS SANTOS,SAN JOSÉ,LEÓN CORTES,LLANO BONITO,SANTA ROSA,I KM AL NOROESTE DE COOPELLANOBONITO,"9,67537097","-84,09893227"
102067-00,1898,GUILLERMO RODRÍGUEZ AGUILAR,PÚBLICO,DIRECCIÓN REGIONAL CARTAGO,CARTAGO,ALVARADO,CAPELLADES,SANTA TERESA,400 SUR DEL TEMPLO CATOLICO,"9,9302154","-83,77619225"
102068-00,1899,MIGUEL PICADO BARQUERO,PÚBLICO,DIRECCIÓN REGIONAL CARTAGO,CARTAGO,PARAÍSO,SANTIAGO,SANTIAGO,FRENTE A LA PLAZA DE DEPORTES DE LA COMUNIDAD,"9,86794198","-83,79791831"
102069-00,1900,SANTIAGO DEL MONTE,PÚBLICO,DIRECCIÓN REGIONAL CARTAGO,CARTAGO,LA UNIÓN,SAN DIEGO,SANTIAGO DEL MONTE,25 ESTE DE LA IGLESIA CATOLICA DE SANTIAGO,"9,89284397","-83,99606742"
102070-00,1901,SAN MARTÍN,PÚBLICO,DIRECCIÓN REGIONAL CARTAGO,CARTAGO,OREAMUNO,SANTA ROSA,SAN MARTÍN,50 M AL ESTE DE LA IGLESIA,"9,91067327","-83,83677042"
102071-00,1902,SAN FRANCISCO,PÚBLICO,DIRECCIÓN REGIONAL LOS SANTOS,SAN JOSÉ,LEÓN CORTES,LLANO BONITO,SAN FRANCISCO,50 M SUR DEL TEMPLO CATOLICO,"9,69089948","-84,11454111"
102072-00,1903,LA CONCEPCIÓN,PÚBLICO,DIRECCIÓN REGIONAL LOS SANTOS,SAN JOSÉ,LEÓN CORTES,LLANO BONITO,LA CONCEPCIÓN,"FRENTE AL TEMPLO CATOLICO, LA CONCEPCION.","9,68167596","-84,11445856"
102073-00,1904,SAN MARTÍN DE SAN LORENZO,PÚBLICO,DIRECCIÓN REGIONAL LOS SANTOS,SAN JOSÉ,TARRAZÚ,SAN LORENZO,SAN MARTÍN,COSTADO ESTE DE LA IGLESIA DE SAN MARTIN.,"9,61393678","-84,0519128"
102074-00,1905,MATA DE CAÑA,PÚBLICO,DIRECCIÓN REGIONAL LOS SANTOS,SAN JOSÉ,TARRAZÚ,SAN LORENZO,MATA DE CAÑA,COSTADO NORTE DE LA PLAZA DE DEPORTES,"9,62495514","-84,05238224"
102075-00,1906,SAN RAFAEL DE IRAZÚ,PÚBLICO,DIRECCIÓN REGIONAL CARTAGO,CARTAGO,ALVARADO,PACAYAS,SAN RAFAEL DE IRAZÚ,CONTIGUO A LA PLAZA DE DEPORTES DE LA COMUNID,"9,95539505","-83,81561878"
103026-00,2892,FEDERICO GUTIÉRREZ BRAUN,PÚBLICO,DIRECCIÓN REGIONAL COTO,PUNTARENAS,COTO BRUS,AGUA BUENA,AGUABUENA,DIAGONAL A LA IGLESIA CATOLICA DE AGUA BUENA,"8,74796366","-82,94217618"
102077-00,1908,REPÚBLICA DE BRASIL,PÚBLICO,DIRECCIÓN REGIONAL CARTAGO,CARTAGO,EL GUARCO,TOBOSI,TABLÓN,FRENTE A LA IGLESIA CATOLICA DE TABLON,"9,83007127","-84,00811946"
102078-00,1909,RICARDO JIMÉNEZ OREAMUNO,PÚBLICO,DIRECCIÓN REGIONAL CARTAGO,CARTAGO,EL GUARCO,EL TEJAR,EL TEJAR,DIAGONAL A LA BASILICA DE EL TEJAR,"9,84551987","-83,93812952"
